Company Name,Location,Year,Month,Gross Floor Area (m²),Monthly Water Use (L),Water Use Intensity (L/m²),Operating Hours per Week,Number of Employees
ClearSource Ltd,Ottawa,2021,June,5425,101023,18.62,53,124
ClearSource Ltd,Ottawa,2021,July,5696,100832,17.7,41,75
ClearSource Ltd,Ottawa,2021,August,5816,98229,16.89,40,60
ClearSource Ltd,Ottawa,2021,September,4316,123360,28.58,40,116
ClearSource Ltd,Ottawa,2021,October,6115,178484,29.19,46,60
ClearSource Ltd,Ottawa,2021,November,5955,168564,28.31,42,122
ClearSource Ltd,Ottawa,2021,December,4725,86059,18.21,51,76
ClearSource Ltd,Ottawa,2022,January,6346,158754,25.02,54,80
ClearSource Ltd,Ottawa,2022,February,4651,100849,21.68,51,81
ClearSource Ltd,Ottawa,2022,March,4800,121229,25.26,46,66
ClearSource Ltd,Ottawa,2022,April,5164,154521,29.92,52,75
ClearSource Ltd,Ottawa,2022,May,4225,123700,29.28,49,147
ClearSource Ltd,Ottawa,2022,June,6324,176039,27.84,41,132
ClearSource Ltd,Ottawa,2022,July,4857,144090,29.67,44,65
ClearSource Ltd,Ottawa,2022,August,5921,156127,26.37,47,74
ClearSource Ltd,Ottawa,2022,September,6339,103656,16.35,51,109
ClearSource Ltd,Ottawa,2022,October,4765,115786,24.3,48,110
ClearSource Ltd,Ottawa,2022,November,6367,171796,26.98,42,146
ClearSource Ltd,Ottawa,2022,December,5861,103481,17.66,45,131
ClearSource Ltd,Ottawa,2023,January,6243,173309,27.76,54,139
ClearSource Ltd,Ottawa,2023,February,6218,86452,13.9,46,66
ClearSource Ltd,Ottawa,2023,March,5085,123547,24.3,45,93
ClearSource Ltd,Ottawa,2023,April,6162,103766,16.84,54,98
ClearSource Ltd,Ottawa,2023,May,4143,150199,36.25,47,112
ClearSource Ltd,Ottawa,2023,June,5830,85619,14.69,50,146
ClearSource Ltd,Ottawa,2023,July,5646,172826,30.61,50,77
ClearSource Ltd,Ottawa,2023,August,6298,127916,20.31,41,140
ClearSource Ltd,Ottawa,2023,September,6235,171963,27.58,46,127
ClearSource Ltd,Ottawa,2023,October,5478,156534,28.58,42,96
ClearSource Ltd,Ottawa,2023,November,6483,117961,18.2,47,132
ClearSource Ltd,Ottawa,2023,December,4602,88579,19.25,41,98
UrbanFlow Inc,Ottawa,2020,January,4647,103713,22.32,50,109
UrbanFlow Inc,Ottawa,2020,February,6248,115240,18.44,49,71
UrbanFlow Inc,Ottawa,2020,March,5628,165121,29.34,45,71
UrbanFlow Inc,Ottawa,2020,April,4421,175014,39.59,40,80
UrbanFlow Inc,Ottawa,2020,May,4303,118625,27.57,54,77
UrbanFlow Inc,Ottawa,2020,June,6236,163806,26.27,50,141
UrbanFlow Inc,Ottawa,2020,July,4404,137361,31.19,52,133
UrbanFlow Inc,Ottawa,2020,August,6437,129531,20.12,42,84
UrbanFlow Inc,Ottawa,2020,September,4959,147210,29.69,54,146
UrbanFlow Inc,Ottawa,2020,October,5887,172952,29.38,51,101
UrbanFlow Inc,Ottawa,2020,November,4463,92608,20.75,45,67
UrbanFlow Inc,Ottawa,2020,December,5197,121133,23.31,54,148
UrbanFlow Inc,Ottawa,2021,January,6216,92022,14.8,51,100
UrbanFlow Inc,Ottawa,2021,February,4032,101433,25.16,50,121
UrbanFlow Inc,Ottawa,2021,March,5420,118470,21.86,47,107
UrbanFlow Inc,Ottawa,2021,April,6074,105477,17.37,53,146
UrbanFlow Inc,Ottawa,2021,May,4826,123614,25.61,46,74
UrbanFlow Inc,Ottawa,2021,June,4219,114070,27.04,42,158
UrbanFlow Inc,Ottawa,2021,July,6303,152272,24.16,54,147
UrbanFlow Inc,Ottawa,2021,August,5751,147408,25.63,40,159
UrbanFlow Inc,Ottawa,2021,September,5706,85890,15.05,54,84
UrbanFlow Inc,Ottawa,2021,October,6314,169900,26.91,53,74
UrbanFlow Inc,Ottawa,2021,November,5006,142438,28.45,54,72
UrbanFlow Inc,Ottawa,2021,December,5711,125932,22.05,49,104
UrbanFlow Inc,Ottawa,2022,January,5447,159103,29.21,40,125
UrbanFlow Inc,Ottawa,2022,February,4067,158305,38.92,41,129
UrbanFlow Inc,Ottawa,2022,March,4044,122953,30.4,48,111
UrbanFlow Inc,Ottawa,2022,April,5602,87046,15.54,45,103
UrbanFlow Inc,Ottawa,2022,May,4565,163526,35.82,47,120
UrbanFlow Inc,Ottawa,2022,June,6170,99892,16.19,53,147
UrbanFlow Inc,Ottawa,2022,July,5350,111129,20.77,42,153
UrbanFlow Inc,Ottawa,2022,August,4888,88781,18.16,48,79
UrbanFlow Inc,Ottawa,2022,September,6001,169802,28.3,50,138
UrbanFlow Inc,Ottawa,2022,October,5306,90269,17.01,40,89
UrbanFlow Inc,Ottawa,2022,November,5513,124486,22.58,46,132
UrbanFlow Inc,Ottawa,2022,December,4140,168421,40.68,51,129
UrbanFlow Inc,Ottawa,2023,January,4281,101375,23.68,49,147
UrbanFlow Inc,Ottawa,2023,February,4574,157695,34.48,47,140
UrbanFlow Inc,Ottawa,2023,March,6003,136244,22.7,51,143
UrbanFlow Inc,Ottawa,2023,April,5127,111051,21.66,43,96
UrbanFlow Inc,Ottawa,2023,May,4427,162887,36.79,43,118
UrbanFlow Inc,Ottawa,2023,June,4293,176810,41.19,44,122
UrbanFlow Inc,Ottawa,2023,July,6495,146722,22.59,42,125
UrbanFlow Inc,Ottawa,2023,August,4669,109030,23.35,42,104
UrbanFlow Inc,Ottawa,2023,September,4163,116930,28.09,45,94
UrbanFlow Inc,Ottawa,2023,October,4403,87370,19.84,47,146
UrbanFlow Inc,Ottawa,2023,November,6078,137466,22.62,40,156
UrbanFlow Inc,Ottawa,2023,December,5735,116452,20.31,51,158
