Company Name,Location,Year,Month,Gross Floor Area (m²),Monthly Water Use (L),Water Use Intensity (L/m²),Operating Hours per Week,Number of Employees
Urban Aqua Systems,Toronto,2022,February,5202,112314,21.59,56,143
Urban Aqua Systems,Toronto,2022,March,5578,159099,28.52,54,78
Urban Aqua Systems,Toronto,2022,April,5260,150800,28.67,57,83
Urban Aqua Systems,Toronto,2022,May,5420,173442,32.0,46,86
Urban Aqua Systems,Toronto,2022,June,6621,175740,26.54,54,94
Urban Aqua Systems,Toronto,2022,July,5728,145364,25.38,50,85
Urban Aqua Systems,Toronto,2022,August,6270,128884,20.56,54,93
Urban Aqua Systems,Toronto,2022,September,4569,157888,34.56,51,79
Urban Aqua Systems,Toronto,2022,October,5233,159711,30.52,57,88
Urban Aqua Systems,Toronto,2022,November,6900,110683,16.04,49,166
Urban Aqua Systems,Toronto,2022,December,6320,129200,20.44,47,124
Urban Aqua Systems,Toronto,2023,January,4607,116722,25.34,47,105
Urban Aqua Systems,Toronto,2023,February,6295,184290,29.28,47,83
Urban Aqua Systems,Toronto,2023,March,5481,184993,33.75,45,74
Urban Aqua Systems,Toronto,2023,April,5360,122817,22.91,45,139
Urban Aqua Systems,Toronto,2023,May,4984,139962,28.08,59,141
Urban Aqua Systems,Toronto,2023,June,5625,143748,25.56,52,136
Urban Aqua Systems,Toronto,2023,July,4687,166447,35.51,50,91
Urban Aqua Systems,Toronto,2023,August,6940,114479,16.5,52,96
Urban Aqua Systems,Toronto,2023,September,5661,121711,21.5,57,73
Urban Aqua Systems,Toronto,2023,October,6749,104760,15.52,54,178
Urban Aqua Systems,Toronto,2023,November,5857,134888,23.03,47,163
Urban Aqua Systems,Toronto,2023,December,5962,192499,32.29,52,150
CityWave Corp,Toronto,2020,January,6831,160240,23.46,51,163
CityWave Corp,Toronto,2020,February,6510,176620,27.13,55,95
CityWave Corp,Toronto,2020,March,6052,100532,16.61,48,150
CityWave Corp,Toronto,2020,April,5671,192716,33.98,49,145
CityWave Corp,Toronto,2020,May,4611,156510,33.94,45,179
CityWave Corp,Toronto,2020,June,6456,116444,18.04,50,171
CityWave Corp,Toronto,2020,July,5840,197930,33.89,51,117
CityWave Corp,Toronto,2020,August,6312,156133,24.74,50,122
CityWave Corp,Toronto,2020,September,6958,128783,18.51,45,146
CityWave Corp,Toronto,2020,October,5590,193258,34.57,49,144
CityWave Corp,Toronto,2020,November,4911,126390,25.74,47,166
CityWave Corp,Toronto,2020,December,6869,155489,22.64,51,160
CityWave Corp,Toronto,2021,January,6110,119831,19.61,52,166
CityWave Corp,Toronto,2021,February,6005,91383,15.22,50,86
CityWave Corp,Toronto,2021,March,6404,196209,30.64,52,137
CityWave Corp,Toronto,2021,April,5938,192112,32.35,53,96
CityWave Corp,Toronto,2021,May,6081,104694,17.22,58,99
CityWave Corp,Toronto,2021,June,6281,97409,15.51,55,140
CityWave Corp,Toronto,2021,July,5425,147637,27.21,53,82
CityWave Corp,Toronto,2021,August,6684,129140,19.32,47,130
CityWave Corp,Toronto,2021,September,5446,198665,36.48,47,114
CityWave Corp,Toronto,2021,October,4992,197628,39.59,59,177
CityWave Corp,Toronto,2021,November,6843,101459,14.83,58,113
CityWave Corp,Toronto,2021,December,5295,140865,26.6,55,131
CityWave Corp,Toronto,2022,January,6548,129238,19.74,46,113
CityWave Corp,Toronto,2022,February,6148,107613,17.5,59,146
CityWave Corp,Toronto,2022,March,5581,140966,25.26,47,124
CityWave Corp,Toronto,2022,April,5840,147191,25.2,58,107
CityWave Corp,Toronto,2022,May,4778,138783,29.05,53,176
CityWave Corp,Toronto,2022,June,5161,93153,18.05,56,75
CityWave Corp,Toronto,2022,July,4717,188291,39.92,45,152
CityWave Corp,Toronto,2022,August,5751,168273,29.26,56,179
CityWave Corp,Toronto,2022,September,5061,119790,23.67,45,128
CityWave Corp,Toronto,2022,October,6149,182232,29.64,55,73
CityWave Corp,Toronto,2022,November,5470,150400,27.5,46,142
CityWave Corp,Toronto,2022,December,6962,158980,22.84,56,105
CityWave Corp,Toronto,2023,January,6460,182287,28.22,48,106
CityWave Corp,Toronto,2023,February,6414,95963,14.96,50,92
CityWave Corp,Toronto,2023,March,6842,104329,15.25,53,144
CityWave Corp,Toronto,2023,April,6791,172472,25.4,53,133
CityWave Corp,Toronto,2023,May,5657,154137,27.25,57,143
CityWave Corp,Toronto,2023,June,4649,137301,29.53,58,168
CityWave Corp,Toronto,2023,July,4950,130942,26.45,49,74
CityWave Corp,Toronto,2023,August,4959,128148,25.84,45,152
CityWave Corp,Toronto,2023,September,4559,132520,29.07,45,100
CityWave Corp,Toronto,2023,October,6125,170474,27.83,50,104
CityWave Corp,Toronto,2023,November,6289,95010,15.11,53,175
CityWave Corp,Toronto,2023,December,6730,164190,24.4,50,115
