Company Name,Location,Year,Month,Gross Floor Area (m²),Monthly Water Use (L),Water Use Intensity (L/m²),Operating Hours per Week,Number of Employees
EcoFlow Innovations,Mississauga,2020,October,5588,188037,33.65,51,111
EcoFlow Innovations,Mississauga,2020,November,4880,103642,21.24,47,100
EcoFlow Innovations,Mississauga,2020,December,5283,155653,29.46,50,84
EcoFlow Innovations,Mississauga,2021,January,6867,147833,21.53,45,99
EcoFlow Innovations,Mississauga,2021,February,5366,151323,28.2,58,81
EcoFlow Innovations,Mississauga,2021,March,6131,139199,22.7,50,76
EcoFlow Innovations,Mississauga,2021,April,4823,100840,20.91,57,112
EcoFlow Innovations,Mississauga,2021,May,4713,125481,26.62,58,117
EcoFlow Innovations,Mississauga,2021,June,6486,132512,20.43,45,153
EcoFlow Innovations,Mississauga,2021,July,5057,132720,26.24,46,72
EcoFlow Innovations,Mississauga,2021,August,6218,160002,25.73,52,124
EcoFlow Innovations,Mississauga,2021,September,6324,133715,21.14,59,108
EcoFlow Innovations,Mississauga,2021,October,6455,113558,17.59,50,153
EcoFlow Innovations,Mississauga,2021,November,4792,130855,27.31,59,90
EcoFlow Innovations,Mississauga,2021,December,4606,90370,19.62,58,163
EcoFlow Innovations,Mississauga,2022,January,4984,125539,25.19,46,125
EcoFlow Innovations,Mississauga,2022,February,6507,94551,14.53,50,116
EcoFlow Innovations,Mississauga,2022,March,6508,171143,26.3,57,95
EcoFlow Innovations,Mississauga,2022,April,6707,122707,18.3,54,95
EcoFlow Innovations,Mississauga,2022,May,6116,169531,27.72,58,83
EcoFlow Innovations,Mississauga,2022,June,6538,189596,29.0,52,161
EcoFlow Innovations,Mississauga,2022,July,6435,131823,20.49,53,100
EcoFlow Innovations,Mississauga,2022,August,6548,97672,14.92,46,160
EcoFlow Innovations,Mississauga,2022,September,5948,106505,17.91,54,108
EcoFlow Innovations,Mississauga,2022,October,5194,157654,30.35,50,120
EcoFlow Innovations,Mississauga,2022,November,4762,117729,24.72,50,113
EcoFlow Innovations,Mississauga,2022,December,5313,173227,32.6,57,123
EcoFlow Innovations,Mississauga,2023,January,5471,127083,23.23,56,144
EcoFlow Innovations,Mississauga,2023,February,5203,182625,35.1,47,137
EcoFlow Innovations,Mississauga,2023,March,5001,135522,27.1,51,104
EcoFlow Innovations,Mississauga,2023,April,4514,101974,22.59,52,142
EcoFlow Innovations,Mississauga,2023,May,6586,142359,21.62,54,111
EcoFlow Innovations,Mississauga,2023,June,5006,128983,25.77,58,110
EcoFlow Innovations,Mississauga,2023,July,6695,154550,23.08,55,162
EcoFlow Innovations,Mississauga,2023,August,4956,90950,18.35,58,110
EcoFlow Innovations,Mississauga,2023,September,4701,165743,35.26,48,110
EcoFlow Innovations,Mississauga,2023,October,5030,138511,27.54,47,137
EcoFlow Innovations,Mississauga,2023,November,5935,165850,27.94,51,96
EcoFlow Innovations,Mississauga,2023,December,4769,106315,22.29,53,136
BlueSource Ltd,Mississauga,2020,January,6756,142951,21.16,55,124
BlueSource Ltd,Mississauga,2020,February,4538,90899,20.03,51,103
BlueSource Ltd,Mississauga,2020,March,6327,170649,26.97,45,90
BlueSource Ltd,Mississauga,2020,April,6898,96715,14.02,47,91
BlueSource Ltd,Mississauga,2020,May,4646,118035,25.41,45,131
BlueSource Ltd,Mississauga,2020,June,4597,161298,35.09,57,109
BlueSource Ltd,Mississauga,2020,July,5338,137217,25.71,53,148
BlueSource Ltd,Mississauga,2020,August,6401,165812,25.9,56,147
BlueSource Ltd,Mississauga,2020,September,6057,113660,18.77,46,131
BlueSource Ltd,Mississauga,2020,October,4955,153877,31.05,51,100
BlueSource Ltd,Mississauga,2020,November,5411,167241,30.91,48,86
BlueSource Ltd,Mississauga,2020,December,4667,128907,27.62,54,108
BlueSource Ltd,Mississauga,2021,January,6884,177562,25.79,51,127
BlueSource Ltd,Mississauga,2021,February,5648,139912,24.77,57,145
BlueSource Ltd,Mississauga,2021,March,5654,153155,27.09,47,104
BlueSource Ltd,Mississauga,2021,April,6281,162099,25.81,55,150
BlueSource Ltd,Mississauga,2021,May,6528,156833,24.02,54,135
BlueSource Ltd,Mississauga,2021,June,6381,99841,15.65,52,136
BlueSource Ltd,Mississauga,2021,July,6519,173230,26.57,52,120
BlueSource Ltd,Mississauga,2021,August,6300,131243,20.83,53,102
BlueSource Ltd,Mississauga,2021,September,5898,132733,22.5,46,130
BlueSource Ltd,Mississauga,2021,October,6944,114711,16.52,54,166
BlueSource Ltd,Mississauga,2021,November,6765,136682,20.2,53,153
BlueSource Ltd,Mississauga,2021,December,5802,103698,17.87,48,73
BlueSource Ltd,Mississauga,2022,January,4688,91264,19.47,53,153
BlueSource Ltd,Mississauga,2022,February,6759,130704,19.34,59,86
BlueSource Ltd,Mississauga,2022,March,6256,102589,16.4,55,105
BlueSource Ltd,Mississauga,2022,April,5991,96793,16.16,54,102
BlueSource Ltd,Mississauga,2022,May,4594,188209,40.97,45,167
BlueSource Ltd,Mississauga,2022,June,5625,92958,16.53,47,83
BlueSource Ltd,Mississauga,2022,July,4938,135926,27.53,50,125
BlueSource Ltd,Mississauga,2022,August,6305,105085,16.67,46,73
BlueSource Ltd,Mississauga,2022,September,6127,160661,26.22,54,167
BlueSource Ltd,Mississauga,2022,October,6506,128201,19.71,57,96
BlueSource Ltd,Mississauga,2022,November,6357,140167,22.05,51,118
BlueSource Ltd,Mississauga,2022,December,5311,178298,33.57,56,169
BlueSource Ltd,Mississauga,2023,January,6715,169947,25.31,52,167
BlueSource Ltd,Mississauga,2023,February,5088,123844,24.34,46,86
BlueSource Ltd,Mississauga,2023,March,5746,130144,22.65,56,126
BlueSource Ltd,Mississauga,2023,April,5105,127820,25.04,46,120
BlueSource Ltd,Mississauga,2023,May,6129,179786,29.33,58,139
BlueSource Ltd,Mississauga,2023,June,6798,105252,15.48,46,105
BlueSource Ltd,Mississauga,2023,July,5664,150610,26.59,45,113
BlueSource Ltd,Mississauga,2023,August,5601,134084,23.94,58,157
BlueSource Ltd,Mississauga,2023,September,5859,174186,29.73,48,103
BlueSource Ltd,Mississauga,2023,October,5236,125952,24.06,59,85
BlueSource Ltd,Mississauga,2023,November,4754,107956,22.71,53,89
BlueSource Ltd,Mississauga,2023,December,5464,148644,27.2,45,102
